player_id,player_name,score,elemental,modal,planets,moon,aspects
15672,"Will Smith",69.48
77971,"Alan Roden",96.00
12336,"LaMonte Wade Jr",95.70
10314,"Pierce Johnson",75.40
28956,"Evan Carter",84.10
10276,"Christian Walker",69.48
38189,"Eric Wagaman",84.08
51238,"Luis L. Ortiz",63.79
10497,"Carlos Correa",87.00
77889,"Brandon Walter",87.00
13987,"Freddy Peralta",78.20
10615,"Marcell Ozuna",92.62
17784,"Garrett Cleavinger",72.47
10704,"Brandon Nimmo",69.48
10325,"Javier Báez",92.78
14285,"Yordan Alvarez",78.15
38815,"Dane Myers",69.47
133143,"Logan Evans",78.20
28660,"Alex Call",86.89
15696,"Luken Baker",69.47
14215,"Forrest Whitley",87.00
14042,"Seranthony Domínguez",92.78
